title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
The Adventures of Sherlock Holmes,8.7,"Sherlock Holmes Dr. Watson investigate scandal Bohemia involving Irene Adler , chalk drawings dancing men , identity crooked man , missing naval treaty , solitary cyclist 's mysterious follower , dangers speckled band , blue carbuncle found crop goose .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gargoyles,8.1,"Dark Ages , race heroic warrior monsters known Gargoyles . creatures existed stone day , become flesh blood night . One Scottish clan made alliance humans help protect castle night humans would protect stone forms day . uneasy alliance shattered human prejudice provoked betrayal allowed castle sacked resident clan destroyed , leaving six adult survivors rookery unhatched eggs . misunderstanding clan 's retaliation invaders rescue hostages left clan frozen stone magic spell would broken `` castle rises clouds . '' thousand years , castle laid abandoned clan condemned curse . 1994 , wealthy multibillionare named David Xanatos ( Jonathan Frakes ) bought castle transported whole structure Manhattan , placed top Eyrie building owned . high enough clouds , thus conditions spell met Gargoyles revived . , clan must adjust new age gain friends , like Detective Elisa Maza ( Salli Richardson-Whitfield ) , reveals Xanatos revived exploit unscrupulous ends . coupled fact another Gargoyle comrade , Demona ( Marina Sirtis ) , alive age , insane renegade bent extermination humanity . Rebelling , clan abandon castle pledge protect New York City like protected castle past .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That,7.5,"combination sketch comedy/musical performance show tradition `` Saturday Night Live , '' program starred teenage cast targeted younger viewers . show featured number repeating characters , including Baggin ' Saggin ' Barry , Super Dude , misfit fast food employees Good Burger , spawned movie name .",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corner Gas,8.4,"Popular comedian Brent Butt returns small town Saskatchewan portray life would led gotten real job - pumping gas Corner Gas . episode Corner Gas delivers half-hour comedic voyeurism place everyone knows everyone else 's business . series set fictional town Dog River Saskatchewan , focuses life ( lack thereof ) gas station owner Brent LeRoy , coffee shop proprietor Lacey Burrows folks populate area . Dog River nice town , far quaint idyllic little burgs 're used seeing TV .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon & Simon,7.0,mild-mannered gay dentist hedonist womanizer rekindle unlikely friendship latter 's terminal cancer drives back together decade apart .,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am I Being Unreasonable?,7.7,"Follows two friends love fun booze , everything unravels .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trigun,8.2,"Trigun takes place distant future deserted planet . Vash Stampede gunfighter legend ruthless $ $ 60,000,000,000 bounty head . Entire towns evacuate rumor arrival . However , real Vash Stampede man rumor portrays . enigmatic conflicted lead character Trigun actually heroic nature ; well complete utter idiot times .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Larry Sanders Show,8.5,"HBO television sitcom Larry Sanders , talk-show host . show goes 'behind-the-scenes ' reveal Larry 's humorous interactions producers guests .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Daily Show,8.3,"Providing comedy/news tradition TV Nation SNL 's Weekend Update , Comedy Central 's Daily Show reports foibles real world satirical edge . addition news stories , Daily Show also celebrities ( semi-celebrities ) interviews host , Trevor Noah . Lampooning everything televangelists Charlton Heston ( `` play homo Ben-Hur '' ) , shamelessly assigning faux-news epithets ( `` Newt Gingrich : Giant Toddler '' ) Kilborn , Winstead , crew actually manage report real news time time .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Thick of It,8.7,"Set corridors power spin , Minister Social Affairs continually harassed Number 10 's policy enforcer dependent not-so-reliable team civil servants .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Generation,7.0,Ensemble dramedy centering group high school students exploring sexuality modern world .,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemlock Grove,7.0,"Secrets part daily life small Pennsylvania town Hemlock Grove , darkest evils hide plain sight .",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragnet 1967,7.7,"classic police drama updated 1960s . No-nonsense Sgt . Joe Friday partner , Officer Bill Gannon , tackle traditional police cases face new challenges LSD , race riots , public service TV shows .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilt,7.3,"Max wealthy likes show . brother Jake scrapes living running record shop . accidentally run kill old man driving home one night , cover tracks instead coming forward . Neighbours ' suspicions man 's death lead escalation brothers ' guilt lives begin unravel .",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Girls,7.3,"Four young friends ' paper routes disrupted Hell Day 1988 , unknowingly time travel 2019 . searching way home , come face-to-face adult selves learn work together save ...",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ben 10: Alien Force,7.3,"Fifteen-year-old Ben Tennyson must utilize Omnitrix yet order locate missing Grandpa Max , accompanied cousin Gwen former enemy Kevin 11 .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Blue Book,7.6,"conspiratorial Sci-Fi thriller set time WWII loosely based US government 's real life Project Blue Book , Captain Michael Quinn Dr. Allen Hynek tasked US Air Force investigate reports UFOs debunk , least come rational explanations . Quinn , smooth tough military type , n't care anything job given , first , skeptical Hynek quickly becomes convinced kind deadly conspiracy afoot . Meanwhile , Cold War paranoia spreads among population , charismatic blonde agenda befriends Hynek 's lonely wife .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Killjoys,7.2,"Killjoys fast-paced space adventure trio hard-living , party-loving bounty hunters working R.A.C. , ( Reclamation Apprehension Coalition ) , Independent interplanetary organization assassins retrieval experts known across J cluster Killjoys . show centers lives activities Quad -- heavily populated planetary system -- ruled tyrannical class-based corporation known company . whole system verging revolutionary war bloody pasts finally catching , three struggle daily maintain R.A.C neutrality focusing law Killjoy wo n't break `` Warrant '' .",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nikita,7.4,"urgent life-or-death dilemma befalls Nikita -- feral street girl violent drug addict -- killing police officer point blank . Hopeless , Nikita given new lease life , reluctantly exchanges doomed fate secret government program promises mould cold-blooded assassin wing sadistic mentor , Bob . -- new set skills , new identity , lethally sophisticated looks -- Nikita ultimate weapon perfect puppet government 's dirty work ; however , happens trained killer chooses love death ?",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portlandia,7.8,"sketch-comedy series parodies life Portland , Oregon .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Education,7.4,"early 60s , two boys - Ignacio Enrique - discover love , movies fear Christian school . Father Manolo , school principal Literature teacher , witnesses takes part discoveries . three characters come one another twice , late 70s 1980 . meetings set change life death .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courage the Cowardly Dog,8.3,"offbeat adventures Courage , cowardly dog must overcome fears heroically defend unknowing farmer owners kinds dangers , paranormal events menaces appear around land .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whose Line Is It Anyway?,8.5,Improvisational comedy competition show four members regular cast comedians often guest appearances comedians celebrities members audience perform various comic games sketc ...,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python's Flying Circus,8.8,"irreverent Monty Python comedy troupe present series skits often surreal , bawdy , uncompromising and/or tasteless , nearly always hilarious .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Girl,7.2,"Ann Marie struggling actress living New York City . trying find jobs acting modeling time boyfriend , Hollinger , dad , Lew Marie .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Valhalla Murders,7.1,"police investigator named Arnar travels Norway assist investigation surrounding Iceland 's first serial killer . works Kata , officer charge case , together must race clock find murderer 's late . victims initially seem unrelated , trail leads abandoned boys ' home named Valhalla , horrifying events occurred 35 years earlier .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden of Truth,7.3,"mining company reopens dormant mine outside Millwood , Joanna Hanley Chang Billy Crawford , lawyers new parents , step protect local woman 's home certain destruction . mine swiftly retaliates , Joanna forced confront long-buried secret past scramble protect future career family . sides prepare war fate Millwood stake , Joanna Billy must juggle life newborn waging legal battle corporate titan . come across evidence mine n't claims , Joanna seizes opportunity launch unexpected legal battle bring company knees .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Maintenance,8.1,"Providing glimpse homes routines eccentric New Yorkers , comedy series HIGH MAINTENANCE explores private lives unique individuals common thread : weed deliveryman . Ben Sinclair stars Guy , whose client base includes group characters neuroses diverse city .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventures of Superman,7.7,"`` Faster speeding bullet ! powerful locomotive ! Able leap tall buildings single bound ! '' Mild-mannered reporter Daily Planet really greatest superhero `` fights never-ending battle truth , justice , American way ! ''",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goblin Slayer,7.5,"young priestess formed first adventuring party , almost immediately find distress . 's Goblin Slayer comes rescue -- man 's dedicated life extermination goblins , means necessary . rumors feats begin circulate , 's telling might come calling next .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rugrats,7.5,"Rugrats show 4 babies , Tommy Pickles , Chuckie Finster , Phil Lil Deville . see lives unravel , get hear talk . sidelines Tommy 's mean cousin Angelica , friend Susie Carmichael ( age Angelica ) , everybody 's parents .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banacek,7.7,"Thomas Banacek clever well-to-do freelance insurance investigator living Boston . makes good money solving intricate unusual mysteries , proud Polish heritage . contacts include street-smart chauffeur Jay British bookstore owner Felix .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurtlar Vadisi,7.8,"film covers fiction real-life events like occupation Iraq , execution Daniel Pearl , Hood event Abu Ghraib torture scandal .",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break Point,7.3,Follows men 's women 's pro tennis players throughout four Grand Slam tournaments .,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Young Indiana Jones Chronicles,7.2,"legendary , almost mythical character Indiana Jones childhood . Every episode starts elderly man 1990 's getting specific situation tell story past . stories go back ten years old world tour father , late-teens fought World War .",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life on Mars,8.4,"involved car accident 2006 , DCI Sam Tyler wakes find 1973 , era 'Sweeney ' type policing , Mark III Cortinas , flared trousers .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquarius,7.0,"Clara , 65 year old widow retired music critic , born wealthy traditional family Recife , Brazil . last resident Aquarius , original two-storey building , built 1940s , upper-class , seaside Boa Viagem Avenue , Recife . neighboring apartments already acquired company plans plot . Clara pledged leave place upon death , engage cold war sorts company . tension disturbs Clara gives edge daily routine . also gets thinking loved ones , past future .",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banshee Origins,8.6,"Fresh prison 15 years , master thief assumes identity dead sheriff Banshee , PA. tracking woman loves try avoid detection father ; Ukrainian mobster looking kill double crossing .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Science Theater 3000,8.7,"zany mad scientist Dr. Clayton Forrester loopy assistant Frank get bored work Deep Thirteen research center , kidnap Joel janitor shoot orbit Satellite Love . space Joel builds wacky robot sidekicks Tom Servo Crow T. Robot help withstand onslaught grade ' Z ' movies mad scientists force watch .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Days of Ptolemy Grey,7.8,"Ptolemy Grey 91-year-old man forgotten family , friends , even . brink sinking even deeper lonely dementia , Ptolemy experiences seismic shift 's given tremendous opportunity briefly regain memories , uses precious fleeting lucidity solve nephew 's death come terms past .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,7.1,"couple weeks seeking teenage daughter Maggie , Wade finds quarantine wing hospital . Maggie infected lethal outbreak transforms victim zombie . Wade 's friend Dr. Vern Kaplan releases Maggie spend last days Wade family . stepmother Caroline asks Wade take little kids sister 's house keep safe . Maggie slowly transformed , Wade stays , protecting . Dr. Vern warns moment coming closer closer must make ultimate decision .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baptiste,7.3,Mercurial retired police detective Julien Baptiste specializes missing-persons cases .,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daria,8.1,"Daria Morgendorffer intelligent , unpopular , quite sarcastic teenager tolerating life among idiots Lawndale High .",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Hug Me I'm Scared,8.8,"Follow Red Guy , Yellow Guy , Green Duck learn family , electricity , death . Beware strange dangerous twists come way seemingly-safe house reveals live actual nightmare .",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Del Luna,8.1,"Nestled deep heart Seoul 's thriving downtown sits curious hotel , like one ever seen . Old beyond measure , building stood millennia , ever-present testament fact things always seem . Running hotel Jang Man Wol , greedy , suspicious soul spent past thousand years acting establishment 's CEO . Cursed sin longer remember committing , Man Wol doomed spend eternity running odd establishment , catering needs peculiar clientele . hope escape find someone committed worse sin thousand years , 's beginning lose hope . However , things take interesting turn Goo Chan Seong shows . youngest assistant manager ever work multinational hotel corporation , Chan Seong finds forced manage Hotel del Luna deal father made Man Wol years ago . stickler rules regulations , 's perfectionist extreme may exactly odd establishment cursed CEO needs .",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood,7.4,"Birth legend . Following King Richard 's ( Danny Huston 's ) death France , archer Robin Longstride ( Russell Crowe ) , along Scarlet ( Scott Grimes ) , Allan A'Dayle ( Alan Doyle ) , Little John ( Kevin Durand ) , returns England . encounter dying Sir Robert Loxley ( Douglas Hodge ) , whose party ambushed treacherous Godfrey ( Mark Strong ) , hopes facilitate French invasion England . Robin promises dying knight return sword father Sir Walter Loxley ( Max von Sydow ) Nottingham . , Sir Walter encourages impersonate dead man prevent land confiscated crown , finds Marion ( Cate Blanchett ) , ready-made wife . Hoping stir baronial opposition weak Prince John ( Oscar Isaac ) allow easy French take-over , Godfrey worms way Prince 's service Earl Marshal England brutally invades towns pretext collecting Royal taxes . Robin navigate politics barons , royals , traitors , French ?",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Road,7.5,"outback town , Jay Swan , Indigenous cowboy detective , returns home solve murder teenage Indigenous girl whose body found highway trucking route town . Jay alienated white-dominated police force Indigenous community , including teenage daughter , discovers connected murdered girl . Starring Aaron Pedersen , Hugo Weaving , Jack Thompson , Ryan Kwanten , Tasma Walton , MYSTERY ROAD gripping murder mystery cultural perspective .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Batman,7.3,"sadistic serial killer begins murdering key political figures Gotham , Batman forced investigate city 's hidden corruption question family 's involvement .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trust,7.5,"Chicago , fourteen-year-old Annie lives family suburb chatting teen chat room Internet sixteen year-old Charlie . get close , Charlie tells actually twenty years old . schedule meet Annie meets Charlie , realizes thirty-five years old disappointed . However , seduced Charlie loses virginity `` boyfriend '' motel . best friend Brittany tells school counselor relationship Annie older man teenager sent medical examination . parents Lynn visited FBI Agent Doug Tate charge investigation . family torn apart Lynn supports daughter , becomes obsessed find sexual predator .",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrapped,7.0,Police investigate disappearance cult member .,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claws,7.4,Desna attractive woman lives brother owns nail salon 3 best friends . crew involved local drug gang trafficking shop ; Desi also seeing Roller one drug king pin 's main dealers . Things get complicated new associate introduced Roller n't follow deal paying Desna help drug organization .,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the Darkside,7.5,"episode TV series depicts short , strange tale ... twist ! eerie stories vaguely reminiscent 'The Twilight Zone , ' viewers learn appreciate things often seem . usual plot formula comprised initial normal , mundane situation gradually begins get off-kilter , suspense building final , chilling , surprise conclusion .",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Force,7.6,"world know . mysterious phenomenon stripped humanity right quiet life , hopes dreams . plague known Spontaneous Human Combustion turns people randomly mindless creatures known Infernals , fate worse death causes one sufferings unimaginable . However , people control cursed power become pyrokinetics , manipulate power flame . solve mystery cure humanity , Fire Defense Agency , Tokyo Army Holy Sol Temple form Special Fire Force , also nicknamed Blue Stripes . Special Fire Force solve mystery save humanity new curse ?",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovesick,8.0,"discovering STD , Dylan must get touch everyone 's sex . help best friend , Luke , tries track former lovers . However , navigate Dylan 's past , two uncover heartbreak , old new .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep State,7.1,"Max Easton , retired Secret Service operative member elite British/America team called Section coaxed back field try shut Iranian missile program . situation complicated Max 's estranged son , Harry , followed father espionage world series opens may died line duty .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Overlord,7.7,"eve D-Day , 5th June , 1944 , several American paratroopers dropped behind enemy lines carry mission crucial invasion 's success : destroy radio tower built little castle old French town Third Reich uses communication Berlin Normandy beaches ' bunkers . Due intense enemy fire , planes shot soldiers die landing killed Nazis ' night patrols land . However , private named Ed Boyce survives find Corporal Ford , last-minute incorporation Italy veteran expert bombs explosives , rogue sniper Tibbet , war photographer Chase , finally private Dawson . watch killing superior Sergeant Eldson Nazi night patrol , Ford becomes leader group try get town tower order complete mission . forest close town meet Chloe , villager assists soldiers home elderly aunt little brother Paul . mission gets complicated , accident , Boyce ends inside Nazi radio tower , find horrible secret experiments human beings could empower victory Hitler would change fate world forever . D-Day approaching , Boyce others begin realize going Nazi-occupied village simple military operation . fight soldiers destroy radio tower , also results experiments turn entire place ruins . dawn Hitler gets Third Reich thousand years promised .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rectify,8.3,Daniel Holden must put life back together serving 19 years Georgia 's Death Row DNA evidence calls conviction question .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det som göms i snö,7.4,"long sick leave recovery police detective Peter Wendel back duty . commissioned form new team reopen unresolved murder cases , however soon finds rather third rank conflicting staff . Soon center new case . unknown murderer claims Sweden 's infamous murderer fraud - never committed murders 's jailed . High reaching implications exposed , involving even Swedish government .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorry for Your Loss,7.4,"Elizabeth Olsen stars half-hour drama Leigh Shaw , young widow struggling put life back together husband 's unexpected death . show simultaneously devastating uplifting grounded , flawed characters desperate find humor anywhere . series dives grief unavoidable , universal , transformative part life . Leigh 's journey shows grief something merely endure , medicate away , `` muscle , '' essential part human experience .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Midnight Gospel,8.2,"Clancy , spacecaster malfunctioning multiverse simulator , leaves comfort home interview beings living dying worlds .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayak Isleri,8.3,"Experienced missionary Vedat philosophy-educated , politically correct Evren duo assigned 'extremely important ' errands wealthy businessman . discordant duo , one closes eyes duty , questions name , embarks another adventure . conflict within duty .",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kojak,7.1,"Lt. Theo Kojak main character popular television police drama . Kojak tough cop , trademark fondness lollipops . Despite difficult work , tirelessly brings criminals justice staying upbeat good-natured .",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hap and Leonard,7.6,"luck losing job , '60s activist/ex-con Hap Collins ca n't help listen seductive former wife Trudy , still pines , resurfaces promises finding sunken treasure Deep South . Joining adventure Hap 's unlikely buddy Leonard Pine , openly gay black Vietnam War vet bad temper little use Trudy 's feminine wiles . Soon enough simple get-rich-quick scheme snowballs bloody mayhem .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conspiracy,7.6,"January 1942 , United States enters World War II , conference assembles near Berlin . SS Gen. Heydrich associate , Lt. Eichmann call meeting discuss `` evacuation '' Germany 's Jews undesirables , code word extermination concentration camps . begin Final Solution , must change mind small group men opposed idea , led Chancellor Kritzinger",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prisoner,8.5,"`` Prisoner '' unique piece television . addresses issues personal identity freedom , democracy , education , scientific progress , art technology , still remaining entertaining drama series . seventeen episodes witness war attrition faceless forces behind 'The Village ' ( Kafkaesque community somewhere Butlins Alcatraz ) strong willed inmate , . 6. struggles ceaselessly assert individuality plotting escape captors .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Our Girl,7.6,Drama following extraordinary adventures female medics British Army .,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chappelle's Show,8.8,Comedian Dave Chappelle hosts sketch-comedy show parodies many nuances race culture .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms Fisher's Modern Murder Mysteries,7.2,"spin-off Miss Fisher 's Murder Mysteries , set 1960s Melbourne . Phryne Fisher goes missing New Guinea , niece , flighty Peregrine Fisher , inherits aunt 's fortune . decides follow famous aunt 's footsteps become private detective .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidding,8.0,"Jeff , aka Mr. Pickles , icon children 's television , beacon kindness wisdom America 's impressionable young minds parents grew - also anchors multimillion-dollar branding empire . beloved personality 's family - wife , two sons , sister father - begins implode , Jeff finds fairy tale fable puppet guide crisis , advances faster means cope . result : kind man cruel world faces slow leak sanity hilarious heartbreaking .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heartbreak High,7.8,"fresh look Hartley High 20 years . new friends - outsiders Quinni Darren - Amerie must repair reputation , navigating love , sex , heartbreak .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball,8.6,"Follows adventures extraordinarily strong young boy named Goku searches seven dragon balls . balls , combined , grant owner one wish desires . Along way makes many new friends , enemies , trains become strongest fighter world .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great News,7.0,"New Jersey mom puts relationship daughter test lands internship new job , comes many challenges .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
